Scenario,% Diff,Weighted % Diff,Incidence Check,Cause Check
scenario_1716,0.3292535716819691,0.2836796137903761,False,True
scenario_1568,0.33564205518156137,0.35262270355040504,False,True
scenario_0815,0.2817408681614854,0.2445365448689125,False,True
scenario_1147,0.3585170795000181,0.4305119252508848,False,False
scenario_0892,0.5277076475756396,0.5862899341905158,False,False
scenario_1815,0.32364207908488823,0.3431277060933038,False,True
scenario_0571,0.5127941451744991,0.49995183487862505,False,False
scenario_1671,0.39917840897619805,0.4050046668661951,False,False
scenario_1527,0.33410316863446693,0.3493519941046532,False,False
scenario_0370,0.3998162805459464,0.35250856632917243,False,True
scenario_0852,0.28946124943411927,0.23483310839240323,False,True
scenario_0215,0.38723610913000484,0.4589868897582871,False,False
scenario_0447,0.4510325331878848,0.49508761993099626,False,False
scenario_0196,0.2784116725810172,0.30964122246972825,False,False
scenario_0517,0.3368278888291242,0.2632000329056701,False,True
scenario_1210,0.39251321490317237,0.4531966555771052,False,False
scenario_0274,0.3855389527098195,0.37293398160430563,True,False
scenario_0793,0.712238977313083,0.6326099206499094,False,False
scenario_0972,0.44934504406544445,0.4980992590348287,False,False
scenario_0212,0.45216523732634667,0.40942763575099134,False,False
scenario_1412,0.3632872653873612,0.2947723401932053,False,True
scenario_0290,0.3895668053424181,0.381760290340654,False,True
scenario_1751,0.42855944486284864,0.461140235750168,False,False
scenario_0054,0.3685812062144116,0.3442402657492201,False,True
scenario_1933,0.34451358532575965,0.3032650092171455,False,True
scenario_0741,0.3750115110882783,0.32797121370115145,False,True
scenario_1359,0.44662525154370375,0.444077832373249,False,True
scenario_0649,0.50677741092872,0.5543033646752091,False,True
scenario_1746,0.8021715029389674,0.9200224493486338,False,False
scenario_1019,0.3581935938608566,0.3809897741230518,False,False
scenario_1189,0.8785151120893591,1.0010213460295911,False,False
scenario_0361,0.26289659633675755,0.2814730644706867,False,False
scenario_1696,0.42729393903036494,0.5530562976396863,False,False
scenario_0462,0.37472665486332024,0.38688464057114724,False,False
scenario_1215,0.3996962867957406,0.4574951628866617,False,False
scenario_0429,0.3679237032417683,0.3530285503933418,False,False
scenario_0081,0.4912481537901248,0.4987637504682949,False,True
scenario_0997,0.41722003280865017,0.43204786127233064,False,False
scenario_0739,0.27157264763009265,0.3228378924360194,False,False
scenario_1968,0.4107995473102557,0.3698632877269471,False,True
scenario_0096,0.5748924799500869,0.674822241219033,False,False
scenario_0587,0.34679458279790504,0.35558147517744826,False,True
scenario_0648,0.4992878688308429,0.4245180637023348,False,False
scenario_0486,0.2798143528073235,0.2624611147521257,True,False
scenario_1244,0.3111095068923916,0.346520797366863,False,False
scenario_1407,0.21343982455869648,0.21168190387178407,False,True
scenario_0512,0.41291340908815316,0.42110141644346283,False,False
scenario_0782,0.3043725365094263,0.2748012758019759,False,False
scenario_0039,0.706291173645604,0.7820453022227686,False,False
scenario_0662,0.37039248834143196,0.3997837699623396,False,False
scenario_1676,0.3210646915995128,0.34451392397125263,False,False
scenario_0653,0.40521862886699295,0.4507865137407848,False,False
scenario_1943,0.7182320823813857,0.85816164954418,False,False
scenario_1064,0.27649472138321307,0.2352554353237815,False,True
scenario_1431,0.4730701406586159,0.4732798716522486,False,False
scenario_1522,0.5882408874661673,0.6003163708235133,False,False
scenario_1109,0.4710341688296685,0.5092259303285268,False,False
scenario_0247,0.38217813073246326,0.40883321170779197,False,False
scenario_0834,0.6974377146953018,0.8346087396620945,False,False
scenario_0792,0.5321049921560275,0.7239724862676815,False,False
scenario_0595,0.25523119903623104,0.3162243053213788,False,False
scenario_1338,0.27809834222301033,0.22907121105418674,False,True
scenario_1267,0.3761653116945007,0.43797211811271264,False,False
scenario_1651,0.40089425901063164,0.3668873993424032,False,True
scenario_1929,0.4661819188323286,0.5042313867146927,False,True
scenario_0298,0.47005893893843753,0.5145665108347497,False,False
scenario_0955,0.34056667936255464,0.4089694188691335,False,False
scenario_0047,0.403313295397646,0.41048696030593246,False,True
scenario_0845,0.2967736448874155,0.2952138915025091,False,True
scenario_1157,0.27077797306725093,0.18612797156105165,False,True
scenario_0506,0.6147335939457217,0.6116181616177383,False,False
scenario_0341,0.3882214997040841,0.3987678845329031,False,True
scenario_1551,0.36658738782996503,0.34300323239720587,False,True
scenario_1434,0.3488408552716897,0.3472267903085936,False,True
scenario_0206,0.3061318625414902,0.3204733404808361,False,False
scenario_0068,0.7877144121859728,0.9000664644434401,False,False
scenario_1556,0.28617337202298443,0.2951929800877199,False,True
scenario_0129,0.679493658232386,0.7172118297376908,False,False
scenario_1683,0.4993592729184298,0.500377565259131,False,False
scenario_1078,0.44362889381252407,0.48997752706695563,False,False
scenario_0728,0.5648614277427932,0.5766877975150344,False,False
scenario_0996,0.47926888848121113,0.47068562925966184,False,False
scenario_0225,0.2502621927305195,0.26989732653520415,False,True
scenario_0836,0.43842053418137167,0.4221310299062343,False,False
scenario_1558,0.25444427804874603,0.2529593071459534,False,True
scenario_0106,0.37998949582824165,0.35403489906097557,False,True
scenario_1859,0.44151478234211977,0.4165866875093034,False,False
scenario_1871,0.2836123920801583,0.3066387139144092,False,True
scenario_1257,0.36450888208780874,0.4664288672140492,False,False
scenario_1232,0.31039754672798525,0.35659447286579804,False,False
scenario_1613,0.33144540243294374,0.20351181147548647,True,True
scenario_1173,0.5084727870772717,0.5028116885707177,False,True
scenario_1838,0.3995290618712591,0.4780561153104582,False,False
scenario_1290,0.351706175625146,0.3218399519737833,False,True
scenario_1693,0.45274515443000907,0.420128661820475,False,False
scenario_1988,0.4516043824714616,0.43671747236021097,False,False
scenario_0400,0.5198808368205416,0.5481115704104212,False,False
scenario_0369,0.46544691824832113,0.5037134302998667,False,False
scenario_1612,0.33114706287388085,0.3572095210783888,False,True
scenario_1014,0.5789975211790483,0.6355991506989722,False,False
scenario_1460,0.3488125354337649,0.3111542042746796,False,False
scenario_1658,0.4711254310668171,0.455111520291274,False,False
scenario_0181,0.3665740437803111,0.32809779872216754,False,False
scenario_0045,0.3252194970230989,0.26815988221154813,False,True
scenario_1592,0.355457443249379,0.4212452541616269,False,False
scenario_0373,0.37364333421932827,0.4449619994758266,False,False
scenario_1882,0.5773485005417417,0.6397013229179447,False,False
scenario_0149,0.42561983142969323,0.4879351223686483,False,False
scenario_1262,0.24735987465110473,0.23896090153777627,False,False
scenario_0863,0.3507364918555638,0.3949200494123815,False,False
scenario_0922,0.37903658715415184,0.4526101472597564,False,False
scenario_1816,0.4844936692483388,0.5010394831962928,False,True
scenario_1106,0.5147188448939443,0.5041516199967858,False,False
scenario_0709,0.43641391202992896,0.49875303712848407,False,False
scenario_0755,0.44328682088891136,0.4621493729373473,False,True
scenario_1229,0.46331084410401785,0.5343248510016179,False,False
scenario_1387,0.3619902203812487,0.3461267119801775,False,False
scenario_0473,0.5378510207195779,0.6624400606440141,False,False
scenario_1006,0.36328399652176385,0.38602308655222595,False,False
scenario_0838,0.2723806963310503,0.23832666443574527,False,True
scenario_1123,0.46469411806242783,0.4739381486330127,False,False
scenario_1048,0.4468269670939056,0.5308941439869543,False,False
scenario_0223,0.2625880084476894,0.3099019548863486,False,False
scenario_1678,0.4608044572894013,0.4309748861611018,False,True
scenario_1734,0.2879574373447383,0.2454130357549992,False,False
scenario_1362,0.4332586232881515,0.38734872156420974,False,False
scenario_0703,0.41758031149819924,0.3896912298881952,False,False
scenario_0498,0.42185141664119163,0.4429707453025375,False,False
scenario_1936,0.48583065895733163,0.4612146447110479,False,False
scenario_0258,0.31947022742534165,0.3478152820733683,False,False
scenario_1334,0.4208396726422939,0.43359158692631794,False,False
scenario_1657,0.40224914752081253,0.3471957620011354,False,False
scenario_1861,0.3411502448458607,0.3121703605874167,False,True
scenario_0774,0.44682949670460276,0.514817807568907,False,False
scenario_1325,0.38815044923578595,0.4185867686035432,False,False
scenario_1515,0.45927144123447966,0.4921416185184819,False,True
scenario_0678,0.5174698201910628,0.4745567263473665,True,False
